sample,mpu1AccX,mpu1AccY,mpu1AccZ,mpu1GyrX,mpu1GyrY,mpu1GyrZ,mpu1Temp,mpu2AccX,mpu2AccY,mpu2AccZ,mpu2GyrX,mpu2GyrY,mpu2GyrZ,mpu2Temp,ds18b20One,ds18b20Two
393,-2.282,0.992,10.303,-1.321,-2.527,-2.817,16.15,-2.282,0.992,10.303,-1.321,-2.527,-2.817,16.15,16.15,16.15
394,1.322,0.769,9.906,1.0,3.458,-0.634,16.15,1.322,0.769,9.906,1.0,3.458,-0.634,16.15,16.15,16.15
395,-3.799,2.287,9.63,-1.092,-2.267,-3.145,16.06,-3.799,2.287,9.63,-1.092,-2.267,-3.145,16.06,16.06,16.06
396,1.667,0.807,9.709,1.969,1.382,-1.305,16.06,1.667,0.807,9.709,1.969,1.382,-1.305,16.06,16.06,16.06
397,-2.632,2.5,9.468,1.298,-0.664,-3.26,16.25,-2.632,2.5,9.468,1.298,-0.664,-3.26,16.25,16.25,16.25
398,-0.68,0.647,10.366,3.489,-1.076,0.305,16.15,-0.68,0.647,10.366,3.489,-1.076,0.305,16.15,16.15,16.15
399,-2.505,1.463,9.863,2.908,0.038,-0.321,16.06,-2.505,1.463,9.863,2.908,0.038,-0.321,16.06,16.06,16.06
400,-1.118,0.611,10.402,1.718,-1.763,2.901,16.2,-1.118,0.611,10.402,1.718,-1.763,2.901,16.2,16.2,16.2
401,-1.734,-0.134,10.112,1.771,-2.275,3.702,16.06,-1.734,-0.134,10.112,1.771,-2.275,3.702,16.06,16.06,16.06
402,2.474,-0.525,9.954,3.557,4.489,2.618,16.15,2.474,-0.525,9.954,3.557,4.489,2.618,16.15,16.15,16.15
403,-0.491,-0.283,10.011,1.275,5.26,2.641,16.06,-0.491,-0.283,10.011,1.275,5.26,2.641,16.06,16.06,16.06
404,-3.703,0.278,10.131,-1.74,-2.618,1.824,16.15,-3.703,0.278,10.131,-1.74,-2.618,1.824,16.15,16.15,16.15
405,1.624,-0.678,10.011,-0.015,5.366,2.794,16.01,1.624,-0.678,10.011,-0.015,5.366,2.794,16.01,16.01,16.01
406,-4.603,0.582,10.133,-3.855,-1.756,-0.466,16.06,-4.603,0.582,10.133,-3.855,-1.756,-0.466,16.06,16.06,16.06
407,1.581,-0.342,9.745,-0.687,4.107,0.954,16.15,1.581,-0.342,9.745,-0.687,4.107,0.954,16.15,16.15,16.15
408,-3.003,1.384,10.042,-3.008,0.74,-3.466,16.25,-3.003,1.384,10.042,-3.008,0.74,-3.466,16.25,16.25,16.25
409,0.608,0.175,9.889,-0.878,1.756,-0.649,16.2,0.608,0.175,9.889,-0.878,1.756,-0.649,16.2,16.2,16.2
410,-2.721,1.77,9.822,-1.954,3.267,-3.687,16.15,-2.721,1.77,9.822,-1.954,3.267,-3.687,16.15,16.15,16.15
411,0.354,0.402,10.169,-0.282,-0.527,-1.374,16.15,0.354,0.402,10.169,-0.282,-0.527,-1.374,16.15,16.15,16.15
412,0.378,1.801,9.245,-0.893,5.58,-2.206,16.01,0.378,1.801,9.245,-0.893,5.58,-2.206,16.01,16.01,16.01
413,-1.626,2.479,9.499,1.397,4.275,-2.763,16.06,-1.626,2.479,9.499,1.397,4.275,-2.763,16.06,16.06,16.06
414,-1.708,1.849,9.951,3.176,3.061,0.023,16.15,-1.708,1.849,9.951,3.176,3.061,0.023,16.15,16.15,16.15
415,-2.872,1.655,10.236,1.863,-2.405,2.634,16.06,-2.872,1.655,10.236,1.863,-2.405,2.634,16.06,16.06,16.06
416,-3.329,0.965,10.004,1.977,-2.733,2.153,16.06,-3.329,0.965,10.004,1.977,-2.733,2.153,16.06,16.06,16.06
417,1.66,-0.237,9.633,2.664,1.359,3.534,16.06,1.66,-0.237,9.633,2.664,1.359,3.534,16.06,16.06,16.06
418,-3.126,0.771,10.196,1.618,-1.58,1.794,16.15,-3.126,0.771,10.196,1.618,-1.58,1.794,16.15,16.15,16.15
419,-0.582,-1.054,10.277,1.42,-0.565,3.809,16.06,-0.582,-1.054,10.277,1.42,-0.565,3.809,16.06,16.06,16.06
420,-3.408,0.048,10.394,0.038,0.595,2.29,16.06,-3.408,0.048,10.394,0.038,0.595,2.29,16.06,16.06,16.06
421,-3.583,-0.113,10.483,-1.252,-2.626,2.198,16.01,-3.583,-0.113,10.483,-1.252,-2.626,2.198,16.01,16.01,16.01
422,-1.734,0.069,9.999,-2.573,-2.084,-0.679,16.25,-1.734,0.069,9.999,-2.573,-2.084,-0.679,16.25,16.25,16.25
423,1.851,-0.091,9.745,-0.435,4.076,-0.672,16.39,1.851,-0.091,9.745,-0.435,4.076,-0.672,16.39,16.39,16.39
424,-3.755,1.008,10.009,2.198,-1.557,2.634,16.15,-3.755,1.008,10.009,2.198,-1.557,2.634,16.15,16.15,16.15
425,0.96,-0.778,9.911,1.313,5.038,2.855,16.39,0.96,-0.778,9.911,1.313,5.038,2.855,16.39,16.39,16.39
426,0.651,-0.541,10.023,-0.802,4.954,1.588,16.34,0.651,-0.541,10.023,-0.802,4.954,1.588,16.34,16.34,16.34
427,-4.404,1.047,9.812,-3.351,-0.748,-2.076,16.01,-4.404,1.047,9.812,-3.351,-0.748,-2.076,16.01,16.01,16.01
428,-4.505,1.526,9.954,-2.718,-0.573,-2.992,15.92,-4.505,1.526,9.954,-2.718,-0.573,-2.992,15.92,15.92,15.92
429,-1.902,0.599,10.385,-0.45,-1.153,-2.611,16.06,-1.902,0.599,10.385,-0.45,-1.153,-2.611,16.06,16.06,16.06
430,-1.894,1.13,10.169,-0.008,-1.718,-1.939,15.92,-1.894,1.13,10.169,-0.008,-1.718,-1.939,15.92,15.92,15.92
431,2.455,0.96,9.468,2.992,5.908,-1.443,16.06,2.455,0.96,9.468,2.992,5.908,-1.443,16.06,16.06,16.06
432,-1.518,1.794,9.832,0.992,-2.092,-1.687,16.06,-1.518,1.794,9.832,0.992,-2.092,-1.687,16.06,16.06,16.06
433,1.801,0.201,10.22,4.71,2.84,0.664,16.2,1.801,0.201,10.22,4.71,2.84,0.664,16.2,16.2,16.2
434,0.659,0.97,9.92,4.198,5.183,2.313,16.01,0.659,0.97,9.92,4.198,5.183,2.313,16.01,16.01,16.01
435,-2.033,0.91,10.287,2.756,-2.939,2.427,16.06,-2.033,0.91,10.287,2.756,-2.939,2.427,16.06,16.06,16.06
436,1.959,-0.175,9.721,3.687,4.748,2.687,16.2,1.959,-0.175,9.721,3.687,4.748,2.687,16.2,16.2,16.2
437,-3.959,1.051,9.659,1.115,-1.733,2.458,16.2,-3.959,1.051,9.659,1.115,-1.733,2.458,16.2,16.2,16.2
438,2.235,-0.249,9.793,3.183,3.473,2.679,16.15,2.235,-0.249,9.793,3.183,3.473,2.679,16.15,16.15,16.15
439,-3.662,0.436,10.38,1.947,-0.397,1.313,16.25,-3.662,0.436,10.38,1.947,-0.397,1.313,16.25,16.25,16.25
440,0.422,-1.363,10.481,1.847,1.176,4.344,16.06,0.422,-1.363,10.481,1.847,1.176,4.344,16.06,16.06,16.06
441,-2.352,0.156,9.987,-0.466,2.496,2.046,16.15,-2.352,0.156,9.987,-0.466,2.496,2.046,16.15,16.15,16.15
442,-0.771,-1.027,10.449,-0.832,-1.328,2.611,15.92,-0.771,-1.027,10.449,-0.832,-1.328,2.611,15.92,15.92,15.92
443,0.046,0.081,9.721,-1.573,4.534,1.534,16.34,0.046,0.081,9.721,-1.573,4.534,1.534,16.34,16.34,16.34
444,-3.559,0.172,10.157,-2.573,-2.427,0.145,16.15,-3.559,0.172,10.157,-2.573,-2.427,0.145,16.15,16.15,16.15
445,0.719,-0.048,9.824,-2.031,0.0,-0.962,16.25,0.719,-0.048,9.824,-2.031,0.0,-0.962,16.25,16.25,16.25
446,1.394,0.723,9.532,-0.458,6.42,-0.878,16.01,1.394,0.723,9.532,-0.458,6.42,-0.878,16.01,16.01,16.01
447,1.6,1.241,9.844,-0.779,6.321,-1.58,16.15,1.6,1.241,9.844,-0.779,6.321,-1.58,16.15,16.15,16.15
448,-4.103,2.704,9.556,-1.618,-0.481,-3.366,16.06,-4.103,2.704,9.556,-1.618,-0.481,-3.366,16.06,16.06,16.06
449,2.153,1.538,9.566,1.252,5.038,-1.397,16.15,2.153,1.538,9.566,1.252,5.038,-1.397,16.15,16.15,16.15
450,-1.71,2.304,9.602,1.557,2.107,-3.481,15.87,-1.71,2.304,9.602,1.557,2.107,-3.481,15.87,15.87,15.87
451,2.282,0.642,9.544,2.534,3.931,-1.221,16.06,2.282,0.642,9.544,2.534,3.931,-1.221,16.06,16.06,16.06
452,-0.992,2.098,9.475,2.863,3.061,-2.183,16.15,-0.992,2.098,9.475,2.863,3.061,-2.183,16.15,16.15,16.15
453,1.871,0.558,9.894,3.733,0.595,0.26,16.25,1.871,0.558,9.894,3.733,0.595,0.26,16.25,16.25,16.25
454,1.36,0.271,9.884,3.954,4.84,1.565,16.06,1.36,0.271,9.884,3.954,4.84,1.565,16.06,16.06,16.06
455,-0.733,0.237,10.552,3.802,-1.168,2.458,16.15,-0.733,0.237,10.552,3.802,-1.168,2.458,16.15,16.15,16.15
456,1.66,0.532,9.733,3.947,5.046,2.229,16.25,1.66,0.532,9.733,3.947,5.046,2.229,16.25,16.25,16.25
457,-2.587,1.262,9.709,2.603,2.092,1.618,16.15,-2.587,1.262,9.709,2.603,2.092,1.618,16.15,16.15,16.15
458,-3.049,1.099,9.918,0.641,-2.321,2.672,16.25,-3.049,1.099,9.918,0.641,-2.321,2.672,16.25,16.25,16.25
459,2.031,-0.666,10.136,3.382,1.908,2.901,16.25,2.031,-0.666,10.136,3.382,1.908,2.901,16.25,16.25,16.25
460,-2.481,-0.331,10.224,1.168,1.74,2.336,16.06,-2.481,-0.331,10.224,1.168,1.74,2.336,16.06,16.06,16.06
461,-2.845,1.518,10.263,2.229,-1.962,2.473,15.92,-2.845,1.518,10.263,2.229,-1.962,2.473,15.92,15.92,15.92
462,2.321,-0.443,10.047,4.168,3.969,2.656,16.06,2.321,-0.443,10.047,4.168,3.969,2.656,16.06,16.06,16.06
463,2.886,0.79,9.69,3.687,4.771,-0.809,16.34,2.886,0.79,9.69,3.687,4.771,-0.809,16.34,16.34,16.34
464,-2.326,2.208,9.652,1.702,-0.557,-2.061,16.06,-2.326,2.208,9.652,1.702,-0.557,-2.061,16.06,16.06,16.06
465,-0.031,1.176,9.901,0.511,0.031,-2.237,16.06,-0.031,1.176,9.901,0.511,0.031,-2.237,16.06,16.06,16.06
466,1.875,0.307,9.848,-0.397,6.252,-0.779,16.06,1.875,0.307,9.848,-0.397,6.252,-0.779,16.06,16.06,16.06
467,-0.505,2.467,9.46,1.229,5.534,-2.626,16.15,-0.505,2.467,9.46,1.229,5.534,-2.626,16.15,16.15,16.15
468,0.697,0.283,9.604,-1.344,3.046,0.504,16.01,0.697,0.283,9.604,-1.344,3.046,0.504,16.01,16.01,16.01
469,-1.499,2.103,9.685,-1.496,3.015,-3.55,16.25,-1.499,2.103,9.685,-1.496,3.015,-3.55,16.25,16.25,16.25
470,1.863,-0.853,10.39,0.344,5.534,2.389,16.15,1.863,-0.853,10.39,0.344,5.534,2.389,16.15,16.15,16.15
471,-4.342,1.516,9.992,-2.939,-1.29,-2.649,16.2,-4.342,1.516,9.992,-2.939,-1.29,-2.649,16.2,16.2,16.2
472,-0.867,-0.014,10.093,2.687,3.71,2.489,16.06,-0.867,-0.014,10.093,2.687,3.71,2.489,16.06,16.06,16.06
473,-1.26,1.37,9.611,-2.908,3.427,-1.878,16.06,-1.26,1.37,9.611,-2.908,3.427,-1.878,16.06,16.06,16.06
474,2.361,-0.354,9.721,3.45,5.29,3.183,16.06,2.361,-0.354,9.721,3.45,5.29,3.183,16.06,16.06,16.06
475,-0.726,0.34,9.748,-1.328,5.237,1.634,16.15,-0.726,0.34,9.748,-1.328,5.237,1.634,16.15,16.15,16.15
476,0.714,-0.668,10.152,3.588,1.298,3.45,16.15,0.714,-0.668,10.152,3.588,1.298,3.45,16.15,16.15,16.15
477,1.871,-0.01,9.745,3.191,5.443,2.061,15.92,1.871,-0.01,9.745,3.191,5.443,2.061,15.92,15.92,15.92
478,2.373,0.223,10.119,0.168,4.733,-0.58,16.15,2.373,0.223,10.119,0.168,4.733,-0.58,16.15,16.15,16.15
479,-2.555,-0.366,10.708,-1.435,-1.901,2.916,16.06,-2.555,-0.366,10.708,-1.435,-1.901,2.916,16.06,16.06,16.06
480,0.419,0.16,10.05,-0.145,-0.489,-1.794,15.92,0.419,0.16,10.05,-0.145,-0.489,-1.794,15.92,15.92,15.92
481,-3.346,-0.139,10.232,-1.053,-2.382,3.183,16.25,-3.346,-0.139,10.232,-1.053,-2.382,3.183,16.25,16.25,16.25
482,-2.843,0.685,10.423,-2.267,-2.527,-3.137,16.01,-2.843,0.685,10.423,-2.267,-2.527,-3.137,16.01,16.01,16.01
483,-3.523,0.333,10.394,1.626,-0.427,1.885,16.2,-3.523,0.333,10.394,1.626,-0.427,1.885,16.2,16.2,16.2
484,-1.068,-0.376,10.023,-2.046,-0.237,2.176,15.92,-1.068,-0.376,10.023,-2.046,-0.237,2.176,15.92,15.92,15.92
485,-3.272,1.133,9.99,1.725,-3.137,2.824,15.92,-3.272,1.133,9.99,1.725,-3.137,2.824,15.92,15.92,15.92
486,1.99,-0.996,10.253,0.824,4.412,4.649,16.06,1.99,-0.996,10.253,0.824,4.412,4.649,16.06,16.06,16.06
487,-2.079,0.999,10.346,1.863,-2.351,2.0,16.25,-2.079,0.999,10.346,1.863,-2.351,2.0,16.25,16.25,16.25
488,-0.244,-1.202,10.354,2.443,0.046,3.473,16.25,-0.244,-1.202,10.354,2.443,0.046,3.473,16.25,16.25,16.25
489,-1.207,0.443,9.784,2.198,3.611,2.527,16.39,-1.207,0.443,9.784,2.198,3.611,2.527,16.39,16.39,16.39
490,-1.202,0.11,9.932,2.046,-1.885,1.84,16.15,-1.202,0.11,9.932,2.046,-1.885,1.84,16.15,16.15,16.15
491,1.092,0.182,10.258,4.015,0.71,1.168,16.06,1.092,0.182,10.258,4.015,0.71,1.168,16.06,16.06,16.06
492,-0.917,1.394,9.743,3.672,2.962,1.527,16.06,-0.917,1.394,9.743,3.672,2.962,1.527,16.06,16.06,16.06
493,-4.076,2.512,9.738,-1.718,-2.74,-2.824,16.06,-4.076,2.512,9.738,-1.718,-2.74,-2.824,16.06,16.06,16.06
494,2.457,0.651,9.877,2.58,4.725,-1.183,16.25,2.457,0.651,9.877,2.58,4.725,-1.183,16.25,16.25,16.25
495,-2.941,0.326,10.066,-2.191,-2.145,-1.389,16.06,-2.941,0.326,10.066,-2.191,-2.145,-1.389,16.06,16.06,16.06
496,1.918,0.469,10.114,0.015,2.015,-0.26,16.25,1.918,0.469,10.114,0.015,2.015,-0.26,16.25,16.25,16.25
497,-3.925,2.726,9.666,-1.443,0.58,-3.069,16.01,-3.925,2.726,9.666,-1.443,0.58,-3.069,16.01,16.01,16.01
498,-2.105,0.342,9.671,-2.168,-1.351,-0.527,16.01,-2.105,0.342,9.671,-2.168,-1.351,-0.527,16.01,16.01,16.01
499,0.747,0.855,9.982,-0.031,0.023,-0.832,15.73,0.747,0.855,9.982,-0.031,0.023,-0.832,15.73,15.73,15.73
500,-4.637,0.402,10.069,-3.252,-2.29,0.595,16.15,-4.637,0.402,10.069,-3.252,-2.29,0.595,16.15,16.15,16.15
501,1.626,0.311,10.064,-0.313,4.511,-1.191,16.15,1.626,0.311,10.064,-0.313,4.511,-1.191,16.15,16.15,16.15
502,-2.029,-0.228,10.356,-0.229,-2.0,4.366,16.15,-2.029,-0.228,10.356,-0.229,-2.0,4.366,16.15,16.15,16.15
503,1.662,0.098,9.793,-1.031,4.847,-0.145,16.15,1.662,0.098,9.793,-1.031,4.847,-0.145,16.15,16.15,16.15
504,-3.842,1.078,10.076,-2.489,-2.511,-3.008,16.01,-3.842,1.078,10.076,-2.489,-2.511,-3.008,16.01,16.01,16.01
505,1.42,0.271,10.042,-0.427,3.084,-0.71,16.01,1.42,0.271,10.042,-0.427,3.084,-0.71,16.01,16.01,16.01
506,-4.084,1.066,10.179,-2.244,-1.435,-3.374,16.01,-4.084,1.066,10.179,-2.244,-1.435,-3.374,16.01,16.01,16.01
507,-0.244,0.534,10.22,-0.298,0.908,-1.947,16.06,-0.244,0.534,10.22,-0.298,0.908,-1.947,16.06,16.06,16.06
508,-2.939,0.956,9.999,2.008,1.084,0.779,16.06,-2.939,0.956,9.999,2.008,1.084,0.779,16.06,16.06,16.06
509,0.137,0.002,10.021,0.0,5.595,2.733,15.92,0.137,0.002,10.021,0.0,5.595,2.733,15.92,15.92,15.92
510,-0.347,0.539,9.494,-2.168,4.176,0.389,16.39,-0.347,0.539,9.494,-2.168,4.176,0.389,16.39,16.39,16.39
511,-3.252,0.501,10.093,-2.702,-2.466,-1.573,16.01,-3.252,0.501,10.093,-2.702,-2.466,-1.573,16.01,16.01,16.01
512,-3.178,0.625,10.143,-1.954,-1.985,-2.282,16.15,-3.178,0.625,10.143,-1.954,-1.985,-2.282,16.15,16.15,16.15
513,0.924,1.025,9.585,-0.74,5.878,-1.626,16.01,0.924,1.025,9.585,-0.74,5.878,-1.626,16.01,16.01,16.01
514,1.483,1.353,9.444,-0.794,5.901,-1.656,16.06,1.483,1.353,9.444,-0.794,5.901,-1.656,16.06,16.06,16.06
515,-3.571,2.05,9.654,-1.244,-2.779,-3.168,16.2,-3.571,2.05,9.654,-1.244,-2.779,-3.168,16.2,16.2,16.2
516,-2.227,1.842,9.75,0.649,-2.137,-2.489,16.06,-2.227,1.842,9.75,0.649,-2.137,-2.489,16.06,16.06,16.06
517,2.175,1.157,9.59,4.122,5.466,-1.466,16.15,2.175,1.157,9.59,4.122,5.466,-1.466,16.15,16.15,16.15
518,1.782,0.117,9.81,4.046,4.992,1.969,15.92,1.782,0.117,9.81,4.046,4.992,1.969,15.92,15.92,15.92
519,-0.843,0.96,9.623,2.87,2.695,1.45,16.06,-0.843,0.96,9.623,2.87,2.695,1.45,16.06,16.06,16.06
520,-1.329,-0.007,10.509,3.412,-1.435,3.076,16.34,-1.329,-0.007,10.509,3.412,-1.435,3.076,16.34,16.34,16.34
521,-0.158,0.275,10.011,3.466,4.58,3.076,16.06,-0.158,0.275,10.011,3.466,4.58,3.076,16.06,16.06,16.06
522,-2.031,0.891,10.191,2.137,-2.191,2.649,16.01,-2.031,0.891,10.191,2.137,-2.191,2.649,16.01,16.01,16.01
523,1.856,0.304,9.829,4.359,5.275,2.275,16.01,1.856,0.304,9.829,4.359,5.275,2.275,16.01,16.01,16.01
524,-2.898,0.965,9.937,1.824,-3.252,2.656,16.06,-2.898,0.965,9.937,1.824,-3.252,2.656,16.06,16.06,16.06
525,1.293,-0.077,9.798,3.931,5.023,3.458,16.25,1.293,-0.077,9.798,3.931,5.023,3.458,16.25,16.25,16.25
526,-3.319,0.939,9.863,1.519,-1.588,2.504,16.25,-3.319,0.939,9.863,1.519,-1.588,2.504,16.25,16.25,16.25
527,2.076,-0.402,9.947,3.069,4.214,3.176,16.06,2.076,-0.402,9.947,3.069,4.214,3.176,16.06,16.06,16.06
528,-3.032,1.011,9.968,2.702,0.137,1.481,16.15,-3.032,1.011,9.968,2.702,0.137,1.481,16.15,16.15,16.15
529,1.023,-0.575,10.028,2.901,0.534,3.809,16.06,1.023,-0.575,10.028,2.901,0.534,3.809,16.06,16.06,16.06
530,1.289,-0.85,9.925,3.458,0.992,3.16,16.06,1.289,-0.85,9.925,3.458,0.992,3.16,16.06,16.06,16.06
531,-3.669,0.168,10.186,0.954,-2.076,1.992,16.15,-3.669,0.168,10.186,0.954,-2.076,1.992,16.15,16.15,16.15
532,0.52,-1.118,10.272,0.496,-0.198,4.557,16.06,0.52,-1.118,10.272,0.496,-0.198,4.557,16.06,16.06,16.06
533,-3.741,0.295,10.188,-1.145,-0.321,2.427,16.25,-3.741,0.295,10.188,-1.145,-0.321,2.427,16.25,16.25,16.25
534,-1.602,0.668,9.858,2.237,2.382,2.344,16.25,-1.602,0.668,9.858,2.237,2.382,2.344,16.25,16.25,16.25
535,0.927,-0.304,9.963,2.901,2.489,3.908,16.25,0.927,-0.304,9.963,2.901,2.489,3.908,16.25,16.25,16.25
536,-0.225,0.726,9.822,2.565,4.183,1.061,16.2,-0.225,0.726,9.822,2.565,4.183,1.061,16.2,16.2,16.2
537,0.477,-0.405,10.026,2.031,0.557,2.947,16.06,0.477,-0.405,10.026,2.031,0.557,2.947,16.06,16.06,16.06
538,-0.084,-0.484,10.093,2.023,4.748,3.107,15.92,-0.084,-0.484,10.093,2.023,4.748,3.107,15.92,15.92,15.92
539,-0.302,-1.075,10.512,1.221,0.076,4.496,15.92,-0.302,-1.075,10.512,1.221,0.076,4.496,15.92,15.92,15.92
540,-1.214,-0.987,10.493,-1.107,0.092,3.313,16.25,-1.214,-0.987,10.493,-1.107,0.092,3.313,16.25,16.25,16.25
541,-3.461,1.176,10.011,2.244,-2.031,1.74,16.06,-3.461,1.176,10.011,2.244,-2.031,1.74,16.06,16.06,16.06
542,1.672,-1.169,10.131,2.725,4.962,3.069,15.92,1.672,-1.169,10.131,2.725,4.962,3.069,15.92,15.92,15.92
543,-3.71,0.177,10.15,-0.076,-2.374,3.153,16.01,-3.71,0.177,10.15,-0.076,-2.374,3.153,16.01,16.01,16.01
544,1.418,-0.953,10.461,0.901,3.359,4.107,16.2,1.418,-0.953,10.461,0.901,3.359,4.107,16.2,16.2,16.2
545,-3.901,0.68,10.124,-2.573,-0.244,1.275,15.87,-3.901,0.68,10.124,-2.573,-0.244,1.275,15.87,15.87,15.87
546,0.551,-1.111,10.22,-0.466,0.687,3.13,16.01,0.551,-1.111,10.22,-0.466,0.687,3.13,16.01,16.01,16.01
547,-2.259,0.944,9.453,-3.336,2.336,-0.084,15.82,-2.259,0.944,9.453,-3.336,2.336,-0.084,15.82,15.82,15.82
548,-1.746,0.163,9.911,-1.695,-0.656,-0.45,16.25,-1.746,0.163,9.911,-1.695,-0.656,-0.45,16.25,16.25,16.25
549,-0.989,1.166,9.494,-2.382,4.977,-1.847,15.64,-0.989,1.166,9.494,-2.382,4.977,-1.847,15.64,15.64,15.64
550,-2.007,0.153,10.088,-2.344,-2.336,-2.252,16.01,-2.007,0.153,10.088,-2.344,-2.336,-2.252,16.01,16.01,16.01
551,-1.717,0.498,10.404,-1.076,-1.893,-2.863,16.15,-1.717,0.498,10.404,-1.076,-1.893,-2.863,16.15,16.15,16.15
552,-1.801,1.542,10.097,-1.092,-2.672,-2.298,16.25,-1.801,1.542,10.097,-1.092,-2.672,-2.298,16.25,16.25,16.25
553,1.947,0.522,10.179,2.519,4.336,-1.153,16.01,1.947,0.522,10.179,2.519,4.336,-1.153,16.01,16.01,16.01
554,-3.343,2.005,9.987,0.16,-2.473,-3.214,16.34,-3.343,2.005,9.987,0.16,-2.473,-3.214,16.34,16.34,16.34
555,2.345,0.637,9.597,2.969,2.229,-0.29,16.06,2.345,0.637,9.597,2.969,2.229,-0.29,16.06,16.06,16.06
556,-2.361,2.548,9.626,0.832,-1.679,-2.878,16.25,-2.361,2.548,9.626,0.832,-1.679,-2.878,16.25,16.25,16.25
557,-0.333,0.577,10.335,4.107,-0.435,0.656,16.15,-0.333,0.577,10.335,4.107,-0.435,0.656,16.15,16.15,16.15
558,0.053,0.182,10.2,2.641,-0.046,2.427,16.25,0.053,0.182,10.2,2.641,-0.046,2.427,16.25,16.25,16.25
559,1.03,0.34,9.923,4.107,4.977,2.099,15.92,1.03,0.34,9.923,4.107,4.977,2.099,15.92,15.92,15.92
560,-0.735,0.098,10.212,2.718,-1.878,3.0,16.15,-0.735,0.098,10.212,2.718,-1.878,3.0,16.15,16.15,16.15
561,-0.299,-0.228,10.076,2.046,-1.275,2.42,16.2,-0.299,-0.228,10.076,2.046,-1.275,2.42,16.2,16.2,16.2
562,-0.824,0.005,9.947,2.557,4.336,2.099,16.06,-0.824,0.005,9.947,2.557,4.336,2.099,16.06,16.06,16.06
563,-1.581,-0.695,10.414,0.954,-2.794,3.817,15.92,-1.581,-0.695,10.414,0.954,-2.794,3.817,15.92,15.92,15.92
564,1.437,-0.879,10.311,0.84,5.313,3.748,16.01,1.437,-0.879,10.311,0.84,5.313,3.748,16.01,16.01,16.01
565,-3.803,0.211,10.222,-1.832,-2.382,2.282,16.01,-3.803,0.211,10.222,-1.832,-2.382,2.282,16.01,16.01,16.01
566,1.624,-1.001,10.026,-0.031,4.229,2.573,16.06,1.624,-1.001,10.026,-0.031,4.229,2.573,16.06,16.06,16.06
567,-4.428,0.189,10.255,-3.405,-1.511,0.435,15.92,-4.428,0.189,10.255,-3.405,-1.511,0.435,15.92,15.92,15.92
568,0.242,-0.089,9.671,-1.679,2.992,1.374,16.39,0.242,-0.089,9.671,-1.679,2.992,1.374,16.39,16.39,16.39
569,-3.554,1.542,9.764,-3.336,1.58,-1.649,16.25,-3.554,1.542,9.764,-3.336,1.58,-1.649,16.25,16.25,16.25
570,0.419,-0.057,9.887,-1.069,-0.069,-0.519,16.15,0.419,-0.057,9.887,-1.069,-0.069,-0.519,16.15,16.15,16.15
571,-3.379,0.944,10.1,-1.397,-2.725,-3.725,16.25,-3.379,0.944,10.1,-1.397,-2.725,-3.725,16.25,16.25,16.25
572,-2.326,0.419,10.253,-1.389,-2.45,-2.534,16.15,-2.326,0.419,10.253,-1.389,-2.45,-2.534,16.15,16.15,16.15
573,0.457,1.387,9.422,-0.42,6.511,-1.557,16.15,0.457,1.387,9.422,-0.42,6.511,-1.557,16.15,16.15,16.15
574,-3.966,1.178,10.296,-1.107,-2.313,-3.687,15.92,-3.966,1.178,10.296,-1.107,-2.313,-3.687,15.92,15.92,15.92
575,2.369,0.738,9.695,0.076,5.855,-0.344,16.15,2.369,0.738,9.695,0.076,5.855,-0.344,16.15,16.15,16.15
576,-4.155,2.347,9.659,-2.405,-1.901,-2.954,16.25,-4.155,2.347,9.659,-2.405,-1.901,-2.954,16.25,16.25,16.25
577,2.057,0.917,9.58,1.954,3.214,-1.786,16.25,2.057,0.917,9.58,1.954,3.214,-1.786,16.25,16.25,16.25
578,-2.369,2.438,9.508,0.046,0.977,-3.573,16.06,-2.369,2.438,9.508,0.046,0.977,-3.573,16.06,16.06,16.06
579,0.948,0.747,9.889,2.679,1.191,-1.328,16.06,0.948,0.747,9.889,2.679,1.191,-1.328,16.06,16.06,16.06
580,-1.312,2.177,9.527,3.023,2.282,-1.855,16.25,-1.312,2.177,9.527,3.023,2.282,-1.855,16.25,16.25,16.25
581,0.685,0.213,10.651,3.313,-1.771,0.351,16.2,0.685,0.213,10.651,3.313,-1.771,0.351,16.2,16.2,16.2
582,0.704,0.072,10.33,3.176,-0.542,2.969,15.92,0.704,0.072,10.33,3.176,-0.542,2.969,15.92,15.92,15.92
583,0.39,-0.23,9.856,2.0,0.107,3.336,16.15,0.39,-0.23,9.856,2.0,0.107,3.336,16.15,16.15,16.15
584,2.093,-0.45,9.925,3.443,5.023,2.023,16.15,2.093,-0.45,9.925,3.443,5.023,2.023,16.15,16.15,16.15
585,-1.794,-0.39,10.416,2.046,-2.26,1.931,16.25,-1.794,-0.39,10.416,2.046,-2.26,1.931,16.25,16.25,16.25
586,1.641,-1.174,10.236,1.756,4.626,4.733,16.06,1.641,-1.174,10.236,1.756,4.626,4.733,16.06,16.06,16.06
587,1.413,-0.855,10.124,0.046,4.16,2.763,16.15,1.413,-0.855,10.124,0.046,4.16,2.763,16.15,16.15,16.15
588,-2.45,1.054,9.621,-3.252,3.13,-0.962,16.2,-2.45,1.054,9.621,-3.252,3.13,-0.962,16.2,16.2,16.2
589,-2.297,1.459,10.097,-1.931,2.931,-3.008,15.92,-2.297,1.459,10.097,-1.931,2.931,-3.008,15.92,15.92,15.92
